Query	Document_ID	Rank	Similarity
5	00265	30	19.611536026000977
5	00853	31	19.59704971313477
5	00398	32	19.595075607299805
5	01238	33	19.58049774169922
5	00831	34	19.37591552734375
5	00540	35	19.35863876342773
5	01137	36	19.33318901062012
5	00430	37	19.313377380371094
5	00498	38	19.26201629638672
5	00906	39	19.16985321044922
5	00564	40	19.023420333862305
5	00982	41	18.9755973815918
5	00174	42	18.904151916503903
5	00964	43	18.87201690673828
5	00869	44	18.811426162719727
5	00811	45	18.58951568603516
5	00562	46	18.428014755249023
5	00689	47	18.42108917236328
5	00502	48	18.392261505126957
5	01019	49	18.39004898071289
5	00571	50	18.244903564453125
5	01125	51	18.22984504699707
5	00322	52	18.1240348815918
5	00930	53	17.92601203918457
5	01237	54	17.911054611206055
5	00957	55	17.838714599609375
5	00292	56	17.768329620361328
5	00312	57	17.725866317749023
5	01067	58	17.688169479370117
5	00168	59	17.5676212310791
5	01039	60	17.50118064880371
5	00503	61	17.430545806884766
5	00314	62	17.386634826660156
5	00901	63	17.37936019897461
5	00144	64	17.32526969909668
5	00297	65	17.28681182861328
5	00451	66	17.283599853515625
5	00840	67	17.243497848510742
5	00201	68	17.239545822143555
5	00283	69	17.237468719482422
5	00226	70	17.201038360595703
5	00505	71	17.145902633666992
5	00742	72	17.135704040527344
5	00126	73	17.111906051635742
5	01169	74	17.086090087890625
5	00481	75	17.054285049438477
5	00497	76	16.943328857421875
5	00045	77	16.74884605407715
5	00819	78	16.651596069335938
5	01148	79	16.614538192749023
5	00541	80	16.585268020629883
5	00375	81	16.58194351196289
5	00055	82	16.491121292114258
5	00971	83	16.45248794555664
5	00490	84	16.42727279663086
5	00822	85	16.41529083251953
5	01083	86	16.393104553222656
5	01002	87	16.379005432128906
5	00301	88	16.3421573638916
5	00647	89	16.276525497436523
5	00594	90	16.272417068481445
5	00386	91	16.259632110595703
5	00392	92	16.199783325195312
5	00535	93	16.16473388671875
5	00482	94	16.107898712158203
5	00525	95	16.055400848388672
5	01115	96	16.046586990356445
5	00662	97	16.04345703125
5	00680	98	15.989810943603516
5	00999	99	15.95855712890625
5	00092	100	15.954191207885742
6	00593	1	17.840002059936523
6	00976	2	16.898900985717773
6	00031	3	16.17792510986328
6	00047	4	15.897101402282717
6	00533	5	15.27792263031006
6	00980	6	14.588056564331056
6	00496	7	14.321861267089844
6	00805	8	14.066082954406738
6	00802	9	13.96510124206543
6	01167	10	13.871694564819336
6	01120	11	13.78647232055664
6	00546	12	13.727826118469238
6	01164	13	13.578543663024902
6	01149	14	13.333218574523926
6	01180	15	13.164631843566896
6	00497	16	13.157001495361328
6	00498	17	13.098145484924316
6	00347	18	12.971953392028809
6	00459	19	12.904132843017578
6	00844	20	12.895904541015623
6	00189	21	12.86329460144043
6	00592	22	12.851288795471191
6	00374	23	12.748764991760254
6	00441	24	12.730669021606444
6	00463	25	12.726362228393556
6	00543	26	12.610286712646484
6	00451	27	12.532954216003418
6	00950	28	12.501175880432127
6	00481	29	12.475157737731934
6	00511	30	12.450974464416504
6	00912	31	12.349132537841797
6	00820	32	12.334527969360352
6	00515	33	12.27906894683838
6	01071	34	12.27825164794922
6	00430	35	12.22956657409668
6	00091	36	12.217065811157228
6	00957	37	12.203768730163574
6	00256	38	12.19667911529541
6	00975	39	12.15731716156006
6	01066	40	12.145755767822266
6	00864	41	12.137646675109863
6	00629	42	12.131169319152832
6	00577	43	12.105424880981444
6	00027	44	12.082160949707031
6	00398	45	11.978367805480955
6	00321	46	11.97821044921875
6	01157	47	11.891316413879396
6	01112	48	11.869596481323242
6	00437	49	11.857135772705078
6	00323	50	11.84927463531494
6	01229	51	11.831594467163086
6	00311	52	11.776805877685549
6	00564	53	11.775873184204102
6	00568	54	11.751972198486328
6	00447	55	11.704030990600586
6	00734	56	11.673084259033203
6	00827	57	11.66643524169922
6	00085	58	11.610559463500977
6	00742	59	11.595921516418455
6	00860	60	11.553956031799316
6	00438	61	11.522403717041016
6	00326	62	11.51492977142334
6	01012	63	11.501232147216797
6	01220	64	11.50027561187744
6	01092	65	11.483173370361328
6	01228	66	11.471784591674805
6	01170	67	11.459033966064451
6	00401	68	11.444945335388184
6	01199	69	11.386771202087402
6	01223	70	11.380041122436523
6	00636	71	11.365053176879885
6	00302	72	11.358864784240724
6	00499	73	11.348732948303224
6	00523	74	11.3176851272583
6	01042	75	11.30870246887207
6	00333	76	11.195783615112305
6	00716	77	11.194860458374023
6	00341	78	11.19387149810791
6	00563	79	11.169282913208008
6	00253	80	11.165913581848145
6	01172	81	11.125531196594238
6	00201	82	11.122861862182615
6	01035	83	11.117149353027344
6	00458	84	11.108142852783203
6	01203	85	11.092113494873049
6	00303	86	11.087236404418944
6	00195	87	11.0791015625
6	01169	88	11.039258003234863
6	01048	89	10.992281913757324
6	01099	90	10.962215423583984
6	00741	91	10.946470260620115
6	00501	92	10.91446590423584
6	00295	93	10.892495155334473
6	00208	94	10.867853164672852
6	00166	95	10.848661422729492
6	00386	96	10.843059539794922
6	00693	97	10.822386741638184
6	00964	98	10.82132625579834
6	00077	99	10.805352210998535
6	00206	100	10.791711807250977
7	00633	1	18.87991523742676
7	00437	2	18.76161193847656
7	01238	3	18.65019989013672
7	00439	4	18.64627456665039
7	00151	5	18.231050491333008
7	01175	6	18.228620529174805
7	00497	7	18.170204162597656
7	00496	8	18.14502716064453
7	00856	9	17.938383102416992
7	00256	10	17.86494255065918
7	00710	11	17.799238204956055
7	00441	12	17.57784080505371
7	00711	13	17.453447341918945
7	00805	14	17.431381225585938
7	00875	15	17.38170623779297
7	00754	16	17.22222900390625
7	00501	17	17.1893367767334
7	00055	18	17.114028930664062
7	00023	19	16.963579177856445
7	00867	20	16.847261428833008
7	00969	21	16.844951629638672
7	00961	22	16.842571258544922
7	01064	23	16.68994140625
7	00118	24	16.657482147216797
7	00975	25	16.65622329711914
7	00466	26	16.635311126708984
7	00399	27	16.39069175720215
7	01161	28	16.291881561279297
7	00589	29	16.10675048828125
7	00827	30	16.106365203857422
7	00901	31	16.104040145874023
7	00269	32	16.079925537109375
7	00498	33	16.072742462158203
7	01024	34	16.048429489135742
7	00536	35	16.02073097229004
7	00655	36	15.995037078857422
7	01207	37	15.957582473754885
7	00534	38	15.90138816833496
7	00124	39	15.8809814453125
7	01206	40	15.869083404541016
7	00854	41	15.861871719360352
7	00685	42	15.832289695739746
7	00374	43	15.819355964660645
7	00765	44	15.77248764038086
7	00766	45	15.691144943237305
7	00585	46	15.682565689086914
7	00108	47	15.627141952514648
7	00371	48	15.626214027404783
7	00265	49	15.579630851745604
7	00451	50	15.550872802734377
7	01196	51	15.5348539352417
7	00559	52	15.528316497802734
7	00541	53	15.497549057006836
7	00960	54	15.444204330444336
7	00840	55	15.441225051879885
7	00936	56	15.439323425292969
7	00320	57	15.361530303955078
7	00565	58	15.358399391174316
7	01145	59	15.330510139465332
7	00680	60	15.32248592376709
7	00173	61	15.31818389892578
7	00632	62	15.31004810333252
7	00982	63	15.309858322143556
7	00246	64	15.308749198913574
7	00755	65	15.307051658630373
7	01173	66	15.259173393249512
7	00172	67	15.24902629852295
7	00140	68	15.24000358581543
7	01165	69	15.216497421264648
7	00502	70	15.198895454406738
7	01148	71	15.198457717895508
7	00500	72	15.1888427734375
7	00107	73	15.181859016418455
7	00658	74	15.175182342529297
7	01107	75	15.157386779785156
7	00853	76	15.11973762512207
7	01146	77	15.116604804992676
7	00702	78	15.05473518371582
7	00895	79	15.038384437561035
7	00794	80	15.034198760986328
7	00499	81	15.020851135253906
7	00150	82	15.016345977783203
7	00425	83	14.990867614746094
7	01202	84	14.976832389831545
7	01170	85	14.968103408813477
7	00525	86	14.954806327819824
7	01200	87	14.942358016967772
7	00053	88	14.91642951965332
7	00790	89	14.902870178222656
7	01117	90	14.894465446472168
7	00062	91	14.880133628845217
7	00307	92	14.873956680297852
7	01159	93	14.85047721862793
7	00516	94	14.82468032836914
7	01236	95	14.810845375061035
7	01171	96	14.801443099975586
7	00904	97	14.799786567687988
7	00503	98	14.792557716369627
7	00973	99	14.790377616882324
7	00786	100	14.788281440734863
8	00437	1	18.189516067504883
8	01019	2	16.939895629882812
8	00439	3	16.511032104492188
8	00956	4	16.460840225219727
8	00425	5	16.10279083251953
8	00052	6	16.070024490356445
8	00375	7	16.03540802001953
8	00033	8	15.950915336608888
8	00853	9	15.843308448791504
8	00624	10	15.656105995178224
8	01202	11	15.636009216308594
8	00589	12	15.539371490478516
8	00655	13	15.509949684143066
8	01157	14	15.459250450134276
8	00904	15	15.441680908203123
8	01125	16	15.30137538909912
8	01170	17	15.226322174072266
8	00336	18	15.20122528076172
8	01207	19	15.174762725830078
8	00278	20	15.162304878234863
8	00957	21	15.147710800170898
8	00561	22	15.10464859008789
8	00571	23	15.103976249694824
8	01171	24	14.983749389648438
8	00246	25	14.9545259475708
8	00680	26	14.948524475097656
8	00576	27	14.93299961090088
8	00716	28	14.928144454956056
8	00107	29	14.873533248901367
8	00969	30	14.870222091674805
8	00118	31	14.855146408081056
8	00011	32	14.84620475769043
8	00765	33	14.841852188110352
8	00187	34	14.840631484985352
8	00771	35	14.835216522216797
8	00726	36	14.824935913085938
8	01137	37	14.779895782470703
8	00062	38	14.73057746887207
8	00961	39	14.72484302520752
8	00102	40	14.68467903137207
8	00766	41	14.620984077453612
8	00124	42	14.5665283203125
8	00633	43	14.56017017364502
8	00867	44	14.5464506149292
8	00106	45	14.544657707214355
8	00711	46	14.543706893920898
8	00754	47	14.52979850769043
8	00173	48	14.529569625854492
8	01237	49	14.48776912689209
8	01173	50	14.473814010620115
8	01117	51	14.400007247924805
8	00140	52	14.377704620361328
8	00453	53	14.374980926513672
8	00172	54	14.364826202392578
8	00525	55	14.350783348083496
8	00499	56	14.349609375
8	00892	57	14.288579940795898
8	00269	58	14.274935722351074
8	00749	59	14.248162269592283
8	00895	60	14.184972763061523
8	00567	61	14.181662559509276
8	00840	62	14.171625137329102
8	00905	63	14.149949073791504
8	00151	64	14.134162902832031
8	00532	65	14.113602638244627
8	00625	66	14.080790519714355
8	00401	67	14.074811935424805
8	00320	68	14.064446449279783
8	00108	69	14.035998344421388
8	01192	70	14.03021240234375
8	00358	71	14.018404006958008
8	00283	72	13.996682167053224
8	00174	73	13.989874839782717
8	01181	74	13.987192153930664
8	00621	75	13.98494815826416
8	00231	76	13.967302322387695
8	01159	77	13.950017929077148
8	01039	78	13.944772720336914
8	00292	79	13.932188034057615
8	00307	80	13.9279146194458
8	00137	81	13.911396980285645
8	00466	82	13.900672912597656
8	00242	83	13.897468566894531
8	00534	84	13.886286735534668
8	00565	85	13.85825538635254
8	00959	86	13.843413352966309
8	01178	87	13.841638565063477
8	01206	88	13.817782402038574
8	00496	89	13.8038911819458
8	00755	90	13.788469314575195
8	01002	91	13.781210899353027
8	00964	92	13.722522735595703
8	00597	93	13.716535568237305
8	00143	94	13.703775405883787
8	00527	95	13.684626579284668
8	00852	96	13.683573722839355
8	00147	97	13.6805419921875
8	00989	98	13.676141738891602
8	00812	99	13.650687217712402
8	00986	100	13.650074005126951
9	00205	1	16.500919342041016
9	00690	2	16.088842391967773
9	00870	3	15.5972261428833
9	00063	4	15.576807975769045
9	00165	5	15.52529239654541
9	00853	6	15.23799991607666
9	00355	7	15.044501304626465
9	00545	8	15.034353256225586
9	00720	9	14.96523094177246
9	00794	10	14.875994682312012
9	01107	11	14.553746223449709
9	01106	12	14.492775917053224
9	00362	13	14.422768592834473
9	01115	14	14.327574729919434
9	00174	15	14.091110229492188
9	00126	16	14.065800666809082
9	00562	17	14.05077838897705
9	00443	18	13.940500259399414
9	00266	19	13.926798820495604
9	00878	20	13.639776229858398
9	00676	21	13.518878936767578
9	00549	22	13.372127532958984
9	00292	23	13.356826782226562
9	00099	24	13.26794719696045
9	00059	25	13.160308837890623
9	01192	26	13.133084297180176
9	00382	27	12.938055038452148
9	00436	28	12.91470718383789
9	00715	29	12.882463455200195
9	00386	30	12.852875709533691
9	00541	31	12.842782974243164
9	00424	32	12.835332870483398
9	00493	33	12.80437469482422
9	00559	34	12.77989387512207
9	00553	35	12.774359703063965
9	00410	36	12.763473510742188
9	00301	37	12.714241027832031
9	01162	38	12.677801132202148
9	00039	39	12.67447280883789
9	01158	40	12.642504692077637
9	00561	41	12.607478141784668
9	00749	42	12.590646743774414
9	01156	43	12.582175254821776
9	00283	44	12.581148147583008
9	00856	45	12.560495376586914
9	00538	46	12.550039291381836
9	00516	47	12.541337013244627
9	01175	48	12.490158081054688
9	00091	49	12.47909164428711
9	00748	50	12.442249298095703
9	00288	51	12.430900573730469
9	00858	52	12.430327415466309
9	00863	53	12.427194595336914
9	00924	54	12.410040855407717
9	00928	55	12.35337734222412
9	00089	56	12.306573867797852
9	00975	57	12.248263359069824
9	00181	58	12.223612785339355
9	01039	59	12.211224555969238
9	00426	60	12.21017074584961
9	00964	61	12.137861251831056
9	00312	62	12.099440574645996
9	00708	63	12.077613830566406
9	00495	64	12.05128288269043
9	00581	65	12.030747413635254
9	00854	66	12.015883445739746
9	00747	67	11.986724853515623
9	00669	68	11.947975158691406
9	00662	69	11.916595458984377
9	01027	70	11.90593147277832
9	00232	71	11.876717567443848
9	00243	72	11.848278045654297
9	00563	73	11.830778121948242
9	00918	74	11.826303482055664
9	01216	75	11.79765510559082
9	01198	76	11.781723976135254
9	00738	77	11.744965553283691
9	00122	78	11.71916675567627
9	00875	79	11.705018997192385
9	00992	80	11.66165542602539
9	00201	81	11.653938293457031
9	00613	82	11.650397300720217
9	00796	83	11.622713088989258
9	00339	84	11.591938018798828
9	00525	85	11.582816123962402
9	00535	86	11.582511901855469
9	00997	87	11.575077056884766
9	01096	88	11.542495727539062
9	00647	89	11.52871322631836
9	00901	90	11.512290000915527
9	01185	91	11.510639190673828
9	00857	92	11.505975723266602
9	01059	93	11.495372772216797
9	00904	94	11.45693016052246
9	00414	95	11.437521934509276
9	00221	96	11.41835117340088
9	00236	97	11.384063720703123
9	00364	98	11.332927703857422
9	00252	99	11.323966979980469
9	00756	100	11.308855056762695
10	00676	1	23.28915786743164
10	01115	2	19.791296005249023
10	01218	3	19.09415435791016
10	00878	4	18.75756454467773
10	01106	5	18.69053268432617
10	00030	6	17.642431259155273
10	01066	7	17.631179809570312
10	01107	8	17.606306076049805
10	00581	9	16.965274810791016
10	00126	10	16.901771545410156
10	00551	11	16.537792205810547
10	00767	12	16.28520393371582
10	00538	13	16.143646240234375
10	00451	14	15.899617195129396
10	01239	15	15.87725067138672
10	00987	16	15.859522819519045
10	00265	17	15.732806205749512
10	01171	18	15.728714942932127
10	00912	19	15.693717956542969
10	00794	20	15.65464687347412
10	01108	21	15.616704940795898
10	01168	22	15.59115219116211
10	00693	23	15.49184226989746
10	00337	24	15.434102058410645
10	00540	25	15.429492950439451
10	00960	26	15.404693603515623
10	01173	27	15.3939208984375
10	00999	28	15.358745574951172
10	00962	29	15.318133354187012
10	01039	30	15.272069931030272
10	00758	31	15.250298500061035
