,IDF
25hydroxyvitamin,6.999763349922677
25ohd,6.999763349922677
25ohd3,7.405228458030842
25ohd325ohd,7.405228458030842
26,4.920321808242841
261,7.405228458030842
263,7.405228458030842
265,7.405228458030842
26500,7.405228458030842
266,6.999763349922677
268,7.405228458030842
269,6.999763349922677
2690,7.405228458030842
27,5.153936659424346
270,7.405228458030842
274,7.405228458030842
27784,7.405228458030842
28,5.007333185232471
280,7.405228458030842
281,7.405228458030842
282,7.405228458030842
2832,8.098375638590786
28590,7.405228458030842
286,6.999763349922677
287,7.405228458030842
288,7.405228458030842
29,5.007333185232471
291307,7.405228458030842
294,7.405228458030842
295,6.999763349922677
297317,7.405228458030842
2deoxyglucos,8.098375638590786
2hour,7.405228458030842
2m,6.7120812774708964
2macroglobulin,6.488937726156687
2macroglobulinproteas,8.098375638590786
2mercaptoethylamin,8.098375638590786
2min,7.405228458030842
2monthold,7.405228458030842
2mtrypsin,7.405228458030842
2nd,7.405228458030842
2yr,7.405228458030842
3,8.098375638590786
30,4.269734242101691
300,6.152465489535474
301,7.405228458030842
3014cmdg,7.405228458030842
3014cmethyl,7.405228458030842
30160,7.405228458030842
3046,7.405228458030842
307,6.999763349922677
30min,6.999763349922677
30year,7.405228458030842
30yearold,7.405228458030842
31,5.053853200867364
310,7.405228458030842
31136,7.405228458030842
312,7.405228458030842
313,6.999763349922677
3185,7.405228458030842
32,5.053853200867364
320,7.405228458030842
3211,7.405228458030842
32130,7.405228458030842
322,7.405228458030842
324,7.405228458030842
329,7.405228458030842
32pphosphat,8.098375638590786
33,5.053853200867364
333,6.7120812774708964
3337,7.405228458030842
33405,7.405228458030842
336,7.405228458030842
337,7.405228458030842
339,7.405228458030842
34,5.53342628112925
340,7.405228458030842
342,7.405228458030842
34228,7.405228458030842
346,7.405228458030842
3461,7.405228458030842
35,4.920321808242841
3500,6.999763349922677
357,7.405228458030842
35adenosin,8.098375638590786
35cyclic,6.999763349922677
35monophosph,8.098375638590786
35s,7.405228458030842
35sheparin,6.999763349922677
35so4,7.405228458030842
35ssulfat,8.098375638590786
36,4.920321808242841
360,7.405228458030842
3613,7.405228458030842
362,6.999763349922677
365,6.7120812774708964
366,7.405228458030842
3694,7.405228458030842
37,4.840279100569305
374,7.405228458030842
377,7.405228458030842
378,7.405228458030842
379,7.405228458030842
38,5.459318308975528
381,7.405228458030842
3855,7.405228458030842
3895,7.405228458030842
39,5.53342628112925
395,6.999763349922677
397,7.405228458030842
398,7.405228458030842
3alphanaphthylphosph,8.098375638590786
3dayold,7.405228458030842
3h,6.306616169362732
3h17,7.405228458030842
3hcamp,7.405228458030842
3hdexamethason,8.098375638590786
3hfucos,8.098375638590786
3hglucosamin,8.098375638590786
3hglucosaminelabel,8.098375638590786
3hleucin,8.098375638590786
3hnacetylmannosamin,8.098375638590786
3houabain,6.7120812774708964
3htdr,6.999763349922677
3hthymidin,8.098375638590786
3huridin,8.098375638590786
3k,7.405228458030842
3methoxyphenyllalanin,8.098375638590786
3omethylglucos,8.098375638590786
3rd,7.405228458030842
3yearold,7.405228458030842
4,8.098375638590786
40,4.572015113974626
4000,6.7120812774708964
404,7.405228458030842
405,6.999763349922677
41,5.795790545596741
410,6.999763349922677
413,6.999763349922677
416,7.405228458030842
417,7.405228458030842
4180,7.405228458030842
42,5.700480365792417
420,7.405228458030842
423,7.405228458030842
425,6.999763349922677
43,5.53342628112925
433,7.405228458030842
435,6.999763349922677
4395,7.405228458030842
44,5.459318308975528
440610,7.405228458030842
441,7.405228458030842
45,5.053853200867364
4500,7.405228458030842
45100,7.405228458030842
4555,7.405228458030842
45ca,6.488937726156687
46,5.459318308975528
460,7.405228458030842
464,6.999763349922677
468,7.405228458030842
47,6.018934096910951
470,6.999763349922677
472,8.098375638590786
473,7.405228458030842
48,5.53342628112925
483,7.405228458030842
487,7.405228458030842
49,5.795790545596741
493,7.405228458030842
496,7.405228458030842
499,7.405228458030842
4aminobenzo,8.098375638590786
4b,6.7120812774708964
4hydroxyphenyl,7.405228458030842
4hydroxyphenylacet,8.098375638590786
4methylumbelliferon,8.098375638590786
4methylumbelliferyl,6.7120812774708964
4methylumbelliferylbetanacetylglucosaminidas,8.098375638590786
4methylumbelliferylguanidinobenzo,8.098375638590786
4methylumbelliferylrhoguanidinobenzo,8.098375638590786
4nacetylltyrosylaminobenzo,8.098375638590786
4nbenzoylltyrosylaminobenzo,8.098375638590786
4nitrocatecholmg,7.405228458030842
4pi,7.405228458030842
4pigeometri,8.098375638590786
4th,7.405228458030842
4week,7.405228458030842
4wkold,7.405228458030842
4year,6.7120812774708964
5,8.098375638590786
50,4.227174627682896
500,7.405228458030842
5000,6.999763349922677
50000,6.999763349922677
500011000,7.405228458030842
5004,7.405228458030842
500600,7.405228458030842
50100,7.405228458030842
5026,8.098375638590786
503,7.405228458030842
5075,7.405228458030842
5080,7.405228458030842
5099,7.405228458030842
51,6.018934096910951
510,6.488937726156687
5112904,7.405228458030842
512monthold,7.405228458030842
513,7.405228458030842
515,8.098375638590786
5154,7.405228458030842
516,7.405228458030842
517,7.405228458030842
51700,7.405228458030842
51cr,7.405228458030842
51crlabel,8.098375638590786
52,5.795790545596741
522,7.405228458030842
523,7.405228458030842
524,7.405228458030842
525,6.999763349922677
53,6.018934096910951
530,7.405228458030842
5331,7.405228458030842
536,7.405228458030842
54,6.152465489535474
545,7.405228458030842
548,6.7120812774708964
55,5.613468988802786
5500,7.405228458030842
551,6.999763349922677
557,6.999763349922677
559787,7.405228458030842
56,5.795790545596741
565,7.405228458030842
567,6.999763349922677
57,6.018934096910951
575,7.405228458030842
58,6.488937726156687
583,7.405228458030842
585,6.999763349922677
586,7.405228458030842
59,5.901151061254567
594,7.405228458030842
595,7.405228458030842
598,7.405228458030842
59fe,7.405228458030842
59fe2,6.999763349922677
59feabsorpt,8.098375638590786
59felabel,8.098375638590786
5fluorocytosin,8.098375638590786
5fold,6.999763349922677
5hiaa,7.405228458030842
5minut,8.098375638590786
5ml,7.405228458030842
5monthold,6.999763349922677
5th,7.405228458030842
5year,6.7120812774708964
6,8.098375638590786
60,4.434813992461141
600,6.999763349922677
6000,6.7120812774708964
602,7.405228458030842
60230,7.405228458030842
607,8.098375638590786
6076,7.405228458030842
61,5.901151061254567
611,7.405228458030842
62,6.018934096910951
620,7.405228458030842
621,7.405228458030842
625,6.7120812774708964
626,7.405228458030842
63,5.53342628112925
64,5.53342628112925
640,7.405228458030842
64000,7.405228458030842
641,7.405228458030842
65,5.795790545596741
650,6.999763349922677
651000,7.405228458030842
657,7.405228458030842
65700,7.405228458030842
66,6.306616169362732
661,7.405228458030842
664,7.405228458030842
665,7.405228458030842
669,7.405228458030842
669922,7.405228458030842
67,6.152465489535474
671,8.098375638590786
674,8.098375638590786
68,6.306616169362732
68000,7.405228458030842
68000150000,7.405228458030842
69,6.152465489535474
69000,6.999763349922677
691,7.405228458030842
693,7.405228458030842
696,8.098375638590786
698,7.405228458030842
6e1r2oxoimidazolidine1carboxamido2phenylacetamido,7.405228458030842
6hour,6.999763349922677
6yearold,7.405228458030842
7,8.098375638590786
70,5.153936659424346
700,8.098375638590786
7000,6.7120812774708964
70017000,7.405228458030842
703,7.405228458030842
704,7.405228458030842
71,6.152465489535474
710,7.405228458030842
716,7.405228458030842
7178,7.405228458030842
72,5.700480365792417
720,7.405228458030842
722,7.405228458030842
728,6.999763349922677
72h,7.405228458030842
72hour,6.999763349922677
73,6.999763349922677
732,7.405228458030842
74,6.7120812774708964
74200,7.405228458030842
745,6.999763349922677
747,7.405228458030842
75,5.390325437488577
750,7.405228458030842
75000,7.405228458030842
7511,7.405228458030842
758,7.405228458030842
75seselenomethionin,7.405228458030842
76,6.488937726156687
762,7.405228458030842
766,7.405228458030842
77,6.488937726156687
771,7.405228458030842
77500,7.405228458030842
778,7.405228458030842
78,7.405228458030842
784,7.405228458030842
785,7.405228458030842
7857,7.405228458030842
79,6.306616169362732
795,7.405228458030842
7dehydrocholesterol,7.405228458030842
7fold,7.405228458030842
7s,7.405228458030842
7weekold,7.405228458030842
8,8.098375638590786
80,5.053853200867364
8000,6.7120812774708964
802,7.405228458030842
81,6.999763349922677
810,6.999763349922677
811,7.405228458030842
815,6.999763349922677
815mm,7.405228458030842
82,6.018934096910951
823fold,7.405228458030842
83,6.018934096910951
83111,7.405228458030842
834,7.405228458030842
84,5.795790545596741
846005,7.405228458030842
8485,7.405228458030842
85,5.265162294534571
851,7.405228458030842
853,8.098375638590786
855,6.999763349922677
86,5.613468988802786
866,7.405228458030842
86rb,7.405228458030842
87,6.7120812774708964
88,6.306616169362732
8830,7.405228458030842
886,7.405228458030842
89,6.488937726156687
894,8.098375638590786
8hour,7.405228458030842
8s,7.405228458030842
8week,7.405228458030842
8year,7.405228458030842
9,8.098375638590786
90,5.102643365036796
900,7.405228458030842
9000,7.405228458030842
902,7.405228458030842
907,7.405228458030842
909,7.405228458030842
91,6.306616169362732
910,7.405228458030842
92,6.7120812774708964
93,6.306616169362732
930,7.405228458030842
934,8.098375638590786
94,6.488937726156687
9452387,7.405228458030842
95,5.459318308975528
96,6.488937726156687
961701,7.405228458030842
968,7.405228458030842
969,7.405228458030842
97,5.901151061254567
975,7.405228458030842
977,6.488937726156687
978,7.405228458030842
979,6.152465489535474
98,5.53342628112925
980,6.488937726156687
981,6.999763349922677
982,6.152465489535474
983,6.7120812774708964
984,6.7120812774708964
985,6.018934096910951
986,6.306616169362732
987,7.405228458030842
989,7.405228458030842
99,6.999763349922677
992,7.405228458030842
9967,7.405228458030842
998,7.405228458030842
a,8.098375638590786
a1,6.999763349922677
a1at,7.405228458030842
a1p,7.405228458030842
a1x,7.405228458030842
a2,6.999763349922677
a23187,6.7120812774708964
a23187induc,8.098375638590786
a2m,7.405228458030842
aa,7.405228458030842
abandon,7.405228458030842
abdomen,7.405228458030842
abdomin,8.098375638590786
aberr,8.098375638590786
abetalipoprotinaemia,7.405228458030842
abh,7.405228458030842
abil,8.098375638590786
abl,8.098375638590786
abnorm,8.098375638590786
abo,7.405228458030842
abolish,8.098375638590786
abolit,8.098375638590786
abort,8.098375638590786
about,4.109391592026512
abov,8.098375638590786
abpa,7.405228458030842
abras,8.098375638590786
abscess,6.7120812774708964
absenc,8.098375638590786
absent,5.053853200867364
absolut,8.098375638590786
absorb,6.999763349922677
absorpt,8.098375638590786
absorptiometri,8.098375638590786
absorptioni,8.098375638590786
abstract,7.405228458030842
abund,8.098375638590786
abus,8.098375638590786
academician,8.098375638590786
acceler,8.098375638590786
accept,6.7120812774708964
acceptor,6.7120812774708964
access,7.405228458030842
accident,8.098375638590786
accompani,8.098375638590786
accomplish,8.098375638590786
accord,7.405228458030842
account,5.102643365036796
accumul,8.098375638590786
accur,8.098375638590786
accuraci,8.098375638590786
acet,8.098375638590786
acetamido2deoxydgalactos,8.098375638590786
acetaminophen,7.405228458030842
acetyl,7.405228458030842
acetylcholin,8.098375638590786
acetylcholineinduc,8.098375638590786
acetylcholinesteras,8.098375638590786
acetylcystein,8.098375638590786
acetylglucosaminidas,8.098375638590786
acetylsalicyl,8.098375638590786
achiev,8.098375638590786
achromatopsia,7.405228458030842
achylia,6.152465489535474
acid,3.362177190196291
acidaemia,8.098375638590786
acidand,7.405228458030842
acidbas,8.098375638590786
acidcontain,8.098375638590786
acidglucos,8.098375638590786
acidhydrolas,8.098375638590786
acidhydrolys,8.098375638590786
acidif,8.098375638590786
acidopathi,8.098375638590786
acidosi,8.098375638590786
acidsensit,8.098375638590786
acidsolubl,8.098375638590786
acidthermost,8.098375638590786
acidtr,8.098375638590786
aciduria,7.405228458030842
acinar,6.152465489535474
acini,6.999763349922677
acquir,8.098375638590786
acquisit,8.098375638590786
across,5.700480365792417
acrylamid,8.098375638590786
act,6.7120812774708964
acta,7.405228458030842
actin,7.405228458030842
actinspecif,8.098375638590786
action,5.390325437488577
activ,8.098375638590786
activit,8.098375638590786
actual,5.795790545596741
acuiti,8.098375638590786
acut,8.098375638590786
acutephas,8.098375638590786
acyltransferas,8.098375638590786
ad,7.405228458030842
ada,7.405228458030842
adapt,6.999763349922677
add,8.098375638590786
addit,8.098375638590786
address,8.098375638590786
adelaid,8.098375638590786
adenoid,8.098375638590786
adenoma,8.098375638590786
adenomat,8.098375638590786
adenosin,8.098375638590786
adenosinetriphosphatas,8.098375638590786
adenyl,8.098375638590786
adequ,8.098375638590786
adequaci,8.098375638590786
adh,7.405228458030842
adher,8.098375638590786
adhes,8.098375638590786
adjac,8.098375638590786
adjunct,6.152465489535474
adjust,8.098375638590786
adjuv,8.098375638590786
adjuvant,7.405228458030842
administ,8.098375638590786
administr,8.098375638590786
admiss,8.098375638590786
admit,8.098375638590786
admixtur,8.098375638590786
adolesc,8.098375638590786
adopt,7.405228458030842
adp,6.999763349922677
adpinduc,8.098375638590786
adren,8.098375638590786
adrenerg,8.098375638590786
adsorb,8.098375638590786
adsorpt,8.098375638590786
adult,4.128083725038665
adulthood,5.390325437488577
advanc,8.098375638590786
advantag,8.098375638590786
advent,6.999763349922677
advers,8.098375638590786
advic,8.098375638590786
advis,8.098375638590786
advoc,8.098375638590786
aengland42,7.405228458030842
aer,7.405228458030842
aerob,8.098375638590786
aerosol,5.459318308975528
aeruginosa,3.7676422983044557
aetiolog,8.098375638590786
aeurginosa,6.999763349922677
affect,5.208003880694622
affin,8.098375638590786
afflict,7.405228458030842
afford,8.098375638590786
afp,5.795790545596741
africa,6.152465489535474
african,6.7120812774708964
afrikan,8.098375638590786
afroamerican,8.098375638590786
after,3.0421298332424787
again,5.700480365792417
against,3.87886793341468
agar,6.488937726156687
agaros,8.098375638590786
age,3.128562339014786
ageadjust,8.098375638590786
agedepend,8.098375638590786
agegroup,6.999763349922677
agelink,8.098375638590786
agematch,8.098375638590786
agenesi,8.098375638590786
agent,5.700480365792417
agerel,8.098375638590786
agglutin,8.098375638590786
agglutinin,7.405228458030842
aggrav,8.098375638590786
aggreg,8.098375638590786
aggregomet,8.098375638590786
aggress,8.098375638590786
agnes,8.098375638590786
ago,6.7120812774708964
agonist,8.098375638590786
agre,8.098375638590786
agreement,5.901151061254567
ai,7.405228458030842
aia,7.405228458030842
aib,7.405228458030842
aic,6.999763349922677
aid,5.53342628112925
aim,5.459318308975528
aip,6.999763349922677
aipact,8.098375638590786
aipvalu,8.098375638590786
air,5.613468988802786
airexchang,8.098375638590786
airflow,6.999763349922677
airway,4.802538772586457
al,4.434813992461141
albeit,7.405228458030842
albican,8.098375638590786
albin,8.098375638590786
album,8.098375638590786
albumaid,7.405228458030842
albumen,7.405228458030842
albumin,4.514856700134677
albuminalpha1antirypsin,7.405228458030842
albuminglobulin,6.999763349922677
alcian,6.488937726156687
alcianophilia,7.405228458030842
alcohol,6.488937726156687
aldosteron,8.098375638590786
alert,7.405228458030842
alhadeff,7.405228458030842
alik,8.098375638590786
alimentari,8.098375638590786
aliv,8.098375638590786
alkalin,8.098375638590786
alkalosi,8.098375638590786
alkyl,8.098375638590786
all,2.723097230906622
allel,8.098375638590786
allerg,8.098375638590786
allergen,6.488937726156687
allergi,8.098375638590786
allevi,8.098375638590786
alli,8.098375638590786
alloc,8.098375638590786
allograft,8.098375638590786
allow,6.018934096910951
almost,5.265162294534571
aloh3,7.405228458030842
alon,8.098375638590786
along,6.018934096910951
alp,7.405228458030842
alpert,7.405228458030842
alpha,5.325786916351006
alpha1,6.7120812774708964
alpha1antichymotrypsin,6.999763349922677
alpha1antitrypsin,6.018934096910951
alpha1fetoprotein,7.405228458030842
alpha1lipoprotein,7.405228458030842
alpha1trypsin,7.405228458030842
alpha2,6.999763349922677
alpha2hsglycoprotein,7.405228458030842
alpha2m,7.405228458030842
alpha2macroglobulin,6.152465489535474
alpha2macroglobulinproteas,8.098375638590786
alpha2macroglobulintrypsin,6.999763349922677
alphaadrenerg,8.098375638590786
alphaamino,7.405228458030842
alphaaminoisobutyr,8.098375638590786
alphaamylas,8.098375638590786
alphabenzoyl1arginineethylest,8.098375638590786
alphach3mannosid,8.098375638590786
alphadmannosidas,8.098375638590786
alphafetoprotein,5.700480365792417
alphafetoproteinlik,8.098375638590786
alphafp,7.405228458030842
alphafucosidas,8.098375638590786
alphagalactosidas,8.098375638590786
alphaglucosidas,8.098375638590786
alphahaemolysin,7.405228458030842
alphahemolysin,7.405228458030842
alphal,6.999763349922677
alphalfucosidas,8.098375638590786
alphamannosidas,8.098375638590786
alphan,7.405228458030842
alphanaphthylphosph,8.098375638590786
alphatocopherol,6.999763349922677
alpin,8.098375638590786
alreadi,8.098375638590786
also,2.846102210544157
alsoi,7.405228458030842
alter,5.795790545596741
altern,8.098375638590786
alternativepathway,7.405228458030842
although,3.4349365444787194
altitud,8.098375638590786
altitudin,8.098375638590786
altland,6.999763349922677
aluminium,7.405228458030842
alveolar,5.795790545596741
alveolararteri,8.098375638590786
alveoli,6.999763349922677
alway,8.098375638590786
am,5.795790545596741
amantadin,8.098375638590786
amantadinehc1,7.405228458030842
ambeic,7.405228458030842
amberson,7.405228458030842
ambulatori,8.098375638590786
amebocyt,8.098375638590786
amelia,7.405228458030842
amelior,8.098375638590786
amen,8.098375638590786
america,6.999763349922677
american,7.405228458030842
ametachromat,8.098375638590786
ami,8.098375638590786
amicon,6.7120812774708964
amid,8.098375638590786
amido,6.999763349922677
amikacin,6.488937726156687
amin,8.098375638590786
amino,5.390325437488577
aminoaciduria,7.405228458030842
aminoglycosid,8.098375638590786
aminoisobutyr,8.098375638590786
aminopenicillin,7.405228458030842
aminopterin,7.405228458030842
ammonium,7.405228458030842
ammoniumsulphateprecipit,8.098375638590786
amniocentesi,8.098375638590786
amniot,8.098375638590786
amnioticfluid,6.999763349922677
among,3.849880396541428
amongst,7.405228458030842
amorph,8.098375638590786
amoung,7.405228458030842
amount,4.802538772586457
amp,6.152465489535474
ampicillin,6.999763349922677
ampl,8.098375638590786
ampola,7.405228458030842
amy2,7.405228458030842
amyalas,8.098375638590786
amylas,8.098375638590786
amyloid,7.405228458030842
amyloidosi,8.098375638590786
amylopectinosi,8.098375638590786
an,2.004805868545651
an2,7.405228458030842
ana,7.405228458030842
anabol,8.098375638590786
anaerob,8.098375638590786
anaesthesia,7.405228458030842
anaesthesiologist,7.405228458030842
anaesthet,8.098375638590786
analges,8.098375638590786
analgesia,7.405228458030842
analog,7.405228458030842
analogu,8.098375638590786
analys,8.098375638590786
analysi,8.098375638590786
analyt,8.098375638590786
analyz,8.098375638590786
anaphylatoxin,6.306616169362732
anaphylaxi,8.098375638590786
anasarca,7.405228458030842
anastomosi,8.098375638590786
anatom,8.098375638590786
ancestr,8.098375638590786
ancestri,8.098375638590786
and,1.0499892298689042
anddecreas,8.098375638590786
anderson,6.999763349922677
andgiven,7.405228458030842
andor,4.664388434105641
anecdot,8.098375638590786
anemia,5.390325437488577
anencephali,8.098375638590786
anesthesia,6.488937726156687
anesthet,8.098375638590786
anew,6.999763349922677
angiocardiograph,8.098375638590786
angiocardiographi,8.098375638590786
angioedema,6.999763349922677
angiograph,8.098375638590786
angiographi,8.098375638590786
angiotensinconvert,8.098375638590786
angiotensinogenas,8.098375638590786
angl,8.098375638590786
angola,7.405228458030842
angular,7.405228458030842
ani,8.098375638590786
anim,8.098375638590786
anion,8.098375638590786
anionexchang,8.098375638590786
anisylalanin,8.098375638590786
anj76,7.405228458030842
ankl,8.098375638590786
ann,6.999763349922677
annot,8.098375638590786
annual,7.405228458030842
annular,7.405228458030842
anod,8.098375638590786
anomal,8.098375638590786
anomali,8.098375638590786
anomasia,7.405228458030842
anorexia,6.488937726156687
anosm,8.098375638590786
anoth,8.098375638590786
answer,6.999763349922677
antacid,8.098375638590786
antagonist,6.999763349922677
antenat,8.098375638590786
anterior,6.7120812774708964
anti,6.999763349922677
antibacteri,8.098375638590786
antibiogram,7.405228458030842
antibiot,8.098375638590786
antibiotickil,8.098375638590786
antibodi,8.098375638590786
